ICB Sub location,GP_ODS_CODE,GP_NAME,GP_GPAD_SYSTEMS,GP_SYSTEM
12F,N85038,VITTORIA MED CTR G,EMIS,EMIS
12F,N85044,PAXTON MEDICAL GROUP,EMIS,EMIS
12F,N85046,HOYLAKE RD MET CTR,EMIS,EMIS
12F,N85047,ORCHARD SURGERY,EMIS,EMIS
12F,N85048,MORETON MEDICAL CENTRE,EMIS,EMIS
12F,N85051,SUNLIGHT GROUP PRACTICE,EMIS,EMIS
12F,N85052,GROVE RD SURGERY,EMIS,EMIS
12F,N85054,KINGS LANE MEDICAL PRACTICE,EMIS,EMIS
12F,N85057,TEEHEY LANE SURGERY,EMIS,EMIS
12F,N85059,HOYLAKE & MEOLS MEDICAL CTR,EMIS,EMIS
12F,N85616,LISCARD GROUP PRACTICE,EMIS,EMIS
12F,N85617,SPITAL SURGERY,EMIS,EMIS
12F,N85620,THE VILLAGE MEDICAL CENTRE,EMIS,EMIS
12F,N85625,MIRIAM PRIMARY CARE GROUP,EMIS,EMIS
12F,N85629,EGREMONT MED CTR,EMIS,EMIS
12F,N85633,CHURCH ROAD MEDICAL PRACTICE,EMIS,EMIS
12F,N85634,VITTORIA MED CTR K,EMIS,EMIS
12F,N85640,LEASOWE MEDICAL PRACTICE,EMIS,EMIS
12F,N85643,PRENTON & WOODCHURCH MEDICAL CENTRE,EMIS,EMIS
12F,N85648,BLACKHEATH MED CTR,EMIS,EMIS
01K,P81002,LANCASTER MEDICAL PRACTICE,EMIS,EMIS
01A,P81003,ST JAMES' MEDICAL CENTRE,EMIS,EMIS
00Q,P81005,LITTLE HARWOOD HEALTH CENTRE,EMIS,EMIS
02M,P81006,GARSTANG MEDICAL PRACTICE,EMIS,EMIS
01A,P81008,YORKSHIRE STREET MEDICAL CENTRE,EMIS,EMIS
00X,P81010,WITHNELL HEALTH CENTRE,EMIS,EMIS
01K,P81013,QUEEN SQUARE MEDICAL PRACTICE,EMIS,EMIS
02G,P81014,ORMSKIRK MEDICAL PRACTICE,EMIS,EMIS
01E,P81015,LYTHAM ROAD SURGERY,EMIS,EMIS
00R,P81016,WATERLOO MEDICAL CENTRE,EMIS,EMIS
01A,P81017,WHALLEY MEDICAL CENTRE,EMIS,EMIS
01E,P81018,ST FILLAN'S MEDICAL CTRE,EMIS,EMIS
01A,P81020,BURNLEY GROUP PRACTICE,EMIS,EMIS
00Q,P81022,WITTON MEDICAL CENTRE,EMIS,EMIS
01A,P81025,THE RICHMOND HILL PRACTICE,EMIS,EMIS
01A,P81027,IRWELL MEDICAL PRACTICE,EMIS,EMIS
01K,P81029,ASH TREES SURGERY,EMIS,EMIS
02M,P81031,POPLAR HOUSE SURGERY,EMIS,EMIS
01A,P81032,REEDYFORD HLTH CARE GROUP,EMIS,EMIS
00X,P81033,COPPULL MEDICAL PRACTICE,EMIS,EMIS
01A,P81035,COLNE ROAD SURGERY,EMIS,EMIS
01A,P81036,PEEL HOUSE MEDICAL PRACTICE,EMIS,EMIS
02M,P81037,ANSDELL MEDICAL CENTRE,EMIS,EMIS
00X,P81038,THE CHORLEY SURGERY,EMIS,EMIS
02G,P81039,MANOR PRIMARY CARE,EMIS,EMIS
01E,P81040,LONGTON HEALTH CENTRE,EMIS,EMIS
02G,P81041,PARKGATE SURGERY,EMIS,EMIS
00R,P81042,ADELAIDE STREET SURGERY,EMIS,EMIS
00R,P81043,SOUTH KING STREET MEDICAL CENTRE,EMIS,EMIS
00X,P81044,LIBRARY HOUSE SURGERY,EMIS,EMIS
02G,P81045,THE ELMS PRACTICE,EMIS,EMIS
01E,P81046,PARK VIEW SURGERY,EMIS,EMIS
01A,P81047,PARKSIDE SURGERY,EMIS,EMIS
00Q,P81051,DARWEN HEALTHCARE,EMIS,EMIS
01A,P81053,BRIERCLIFFE SURGERY,EMIS,EMIS
00R,P81054,MARTON MEDICAL PRACTICE,EMIS,EMIS
01E,P81055,BERRY LANE MEDICAL CENTRE,EMIS,EMIS
00X,P81057,WORDEN MEDICAL CENTRE,EMIS,EMIS
00Q,P81058,ST GEORGES SURGERY,EMIS,EMIS
02M,P81059,GREAT ECCLESTON HLTH CTR,EMIS,EMIS
00Q,P81061,REDLAM SURGERY,EMIS,EMIS
00X,P81062,REGENT HOUSE SURGERY,EMIS,EMIS
00R,P81063,ST PAULS MEDICAL CENTRE,EMIS,EMIS
01A,P81065,THE PENDLE MEDICAL PARTNERSHIP,EMIS,EMIS
00R,P81066,LAYTON MEDICAL CENTRE,EMIS,EMIS
01E,P81067,THE HEALTHCARE CENTRE,EMIS,EMIS
01A,P81069,PENDLESIDE MEDICAL PRACT,EMIS,EMIS
01A,P81070,PENDLE VIEW MEDICAL CENTRE,EMIS,EMIS
01E,P81071,THE NEW HALL LANE PRACTICE,EMIS,EMIS
00R,P81072,GLENROYD MEDICAL CENTRE,EMIS,EMIS
00R,P81073,CLEVELEYS GROUP PRACTICE,EMIS,EMIS
00R,P81074,HIGHFIELD SURGERY,EMIS,EMIS
00X,P81076,SANDY LANE SURGERY,EMIS,EMIS
02M,P81077,HOLLAND HOUSE SURGERY,EMIS,EMIS
01A,P81078,BARNOLDSWICK MED CTR,EMIS,EMIS
02M,P81079,THE THORNTON PRACTICE,EMIS,EMIS
00R,P81081,ARNOLD MEDICAL CENTRE,EMIS,EMIS
00X,P81082,THE RYAN MEDICAL CENTRE,EMIS,EMIS
00X,P81083,ROSLEA SURGERY,EMIS,EMIS
02G,P81084,HALL GREEN SURGERY,EMIS,EMIS
02M,P81086,BROADWAY MEDICAL CENTRE,EMIS,EMIS
02M,P81087,THE OVER-WYRE MED.CTR.,EMIS,EMIS
01A,P81088,WHITWORTH MEDICAL CENTRE,EMIS,EMIS
02M,P81089,THE MOUNT VIEW PRACTICE,EMIS,EMIS
00R,P81092,THE CRESCENT SURGERY,EMIS,EMIS
01A,P81095,THURSBY SURGERY,EMIS,EMIS
02G,P81096,PARBOLD SURGERY,EMIS,EMIS
01A,P81099,HASLINGDEN HEALTHCARE,EMIS,EMIS
01A,P81100,THE CASTLE MEDICAL GROUP,EMIS,EMIS
01E,P81103,NORTH PRESTON MEDICAL PRACTICE,EMIS,EMIS
01E,P81107,STONEBRIDGE SURGERY,EMIS,EMIS
02G,P81112,BEACON PRIMARY CARE,EMIS,EMIS
01K,P81113,PARK VIEW SURGERY,EMIS,EMIS
00R,P81115,BLOOMFIELD MEDICAL CENTRE,EMIS,EMIS
00X,P81117,CENTRAL PARK SURGERY,EMIS,EMIS
01A,P81118,ILEX VIEW MEDICAL PRACTICE,EMIS,EMIS
01E,P81119,LANE ENDS SURGERY,EMIS,EMIS
01A,P81123,PWE PENDLE VALLEY MILL,EMIS,EMIS
00Q,P81125,OAKENHURST MEDICAL PRACTICE,EMIS,EMIS
00X,P81127,GAB HEALTHCARE,EMIS,EMIS
02M,P81128,KIRKHAM HEALTH CENTRE,EMIS,EMIS
02M,P81129,ASH TREE HOUSE SURGERY,EMIS,EMIS
01A,P81130,PADIHAM GROUP PRACTICE,EMIS,EMIS
01A,P81132,WATERFOOT MEDICAL PRACTICE,EMIS,EMIS
02M,P81133,THE VILLAGE PRACTICE,EMIS,EMIS
02G,P81136,DR A BISARYA,EMIS,EMIS
01A,P81137,BURNLEY WOOD MEDICAL CENTRE,EMIS,EMIS
02G,P81138,BURSCOUGH FAMILY PRACTICE,EMIS,EMIS
00Q,P81140,DARWEN HEALTHLINK,EMIS,EMIS
00X,P81143,WHITTLE SURGERY,EMIS,EMIS
01A,P81147,ARG HEALTHCARE,EMIS,EMIS
02M,P81149,LOCKWOOD GP SURGERY,EMIS,EMIS
02M,P81150,PARCLIFFE MEDICAL CENTRE,EMIS,EMIS
00X,P81154,GRANVILLE HOUSE MED CTRE,EMIS,EMIS
00Q,P81155,BROWNHILL SURGERY,EMIS,EMIS
02M,P81157,FERNBANK SURGERY,EMIS,EMIS
00R,P81159,STONYHILL MEDICAL PRACTICE,EMIS,EMIS
01A,P81160,OSWALD MEDICAL CENTRE,EMIS,EMIS
01A,P81165,IGHTENHILL MEDICAL CENTRE,EMIS,EMIS
01A,P81166,DR BELLO'S SURGERY,EMIS,EMIS
00Q,P81167,STEPPING STONE PRACTICE,EMIS,EMIS
01E,P81169,FISHERGATE HILL SURGERY,EMIS,EMIS
01A,P81170,NELSON MEDICAL PRACTICE,EMIS,EMIS
00X,P81171,THE EUXTON MEDICAL CENTRE,EMIS,EMIS
00R,P81172,NEWTON DRIVE HEALTH CENTRE,EMIS,EMIS
01E,P81179,LOSTOCK HALL MEDICAL CTR.,EMIS,EMIS
00X,P81180,CLAYTON BROOK SURGERY,EMIS,EMIS
00X,P81181,KINGSFOLD MEDICAL CENTRE,EMIS,EMIS
01A,P81182,RICHMOND MEDICAL CENTRE,EMIS,EMIS
01E,P81184,RIBBLETON MEDICAL CENTRE,EMIS,EMIS
01E,P81185,RIVERSIDE MEDICAL CENTRE,EMIS,EMIS
00X,P81186,MOSS SIDE MEDICAL CENTRE,EMIS,EMIS
02M,P81191,QUEENSWAY MEDICAL CENTRE,EMIS,EMIS
01E,P81196,ISSA MEDICAL CENTRE - PATEL,EMIS,EMIS
01A,P81197,ROSEGROVE SURGERY,EMIS,EMIS
02G,P81201,ASHURST PRIMARY CARE,EMIS,EMIS
02G,P81208,EXCEL PRIMARY CARE,EMIS,EMIS
01A,P81212,HAZELVALLEY FAMILY PRACTICE,EMIS,EMIS
01E,P81213,ST. MARY'S HEALTH CENTRE,EMIS,EMIS
00Q,P81214,LIMEFIELD SURGERY,EMIS,EMIS
01A,P81218,THE CLAYTON MEDICAL CTR.,EMIS,EMIS
01A,P81620,SLAIDBURN HEALTH CENTRE,EMIS,EMIS
00Q,P81622,SHIFA SURGERY,EMIS,EMIS
00Q,P81633,SPRING-FENISCO HEALTHLINK,EMIS,EMIS
02G,P81646,LATHOM HOUSE SURGERY,EMIS,EMIS
01E,P81647,GUTTERIDGE MEDICAL CENTRE,EMIS,EMIS
00X,P81655,THE VILLAGE SURGERIES CROSTON&ECCLESTON,EMIS,EMIS
01E,P81664,THE PARK MEDICAL PRACTICE,EMIS,EMIS
02M,P81668,FLEETWOOD SURGERY,EMIS,EMIS
02G,P81674,STANLEY COURT SURGERY,EMIS,EMIS
00R,P81681,NORTH SHORE SURGERY,EMIS,EMIS
00Q,P81683,OLIVE MEDICAL CENTRE,EMIS,EMIS
01E,P81685,DR ALI GUTTRIDGE MEDICAL CENTRE,EMIS,EMIS
01A,P81686,ROSSENDALE VALLEY MEDICAL PRACTICE,EMIS,EMIS
00X,P81687,NEW LONGTON SURGERY,EMIS,EMIS
00X,P81692,BEECHES MEDICAL CENTRE,EMIS,EMIS
00Q,P81694,FAMILY PRACTICE,EMIS,EMIS
02G,P81695,AUGHTON SURGERY,EMIS,EMIS
01A,P81699,HIGHER HEYS SURGERY,EMIS,EMIS
00X,P81701,DR DAWOUD'S SURGERY,EMIS,EMIS
00Q,P81704,BLAKEWATER HEALTHCARE,EMIS,EMIS
00Q,P81707,WILLIAM HOPWOOD STREET SURGERY,EMIS,EMIS
00Q,P81709,ROMAN ROAD HEALTH CENTRE,EMIS,EMIS
02G,P81710,TARLETON GROUP PRACTICE,EMIS,EMIS
00R,P81714,ABBEY DALE MEDICAL CENTRE,EMIS,EMIS
00Q,P81721,HOLLINS GROVE SURGERY,EMIS,EMIS
00Q,P81724,PRINGLE STREET SURGERY,EMIS,EMIS
01A,P81726,KING STREET MEDICAL CTR,EMIS,EMIS
01A,P81730,GREAT HARWOOD MEDICAL GROUP,EMIS,EMIS
01A,P81731,DR JEHANGIR (SH),EMIS,EMIS
01A,P81732,HARAMBEE SURGERY,EMIS,EMIS
00Q,P81734,THE CORNERSTONE PRACTICE,EMIS,EMIS
01E,P81735,DR A HUSSAIN,EMIS,EMIS
01A,P81736,WHITEFIELD HEALTHCARE,EMIS,EMIS
00X,P81740,ADLINGTON MEDICAL CENTRE,EMIS,EMIS
00X,P81741,STATION SURGERY,EMIS,EMIS
02M,P81742,BEECHWOOD SURGERY,EMIS,EMIS
01E,P81748,BRIARWOOD MEDICAL CENTRE,EMIS,EMIS
01A,P81755,THE WEAVERS PRACTICE,EMIS,EMIS
01A,P81757,BARROWFORD SURGERY,EMIS,EMIS
01E,P81770,AVENHAM SURGERY,EMIS,EMIS
00Q,P81771,PRIMROSE BANK MEDICAL CENTRE,EMIS,EMIS
01A,P81780,RIVERSIDE FAMILY PRACTICE,EMIS,EMIS
00T,P82001,THE DUNSTAN PARTNERSHIP,EMIS,EMIS
00T,P82002,PIKES LANE 1,TPP,TPP
00T,P82003,KILDONAN HOUSE,TPP,TPP
00T,P82004,SWAN LANE MEDICAL CENTRE,TPP,TPP
00T,P82005,STABLE FOLD SURGERY,TPP,TPP
00T,P82006,"PIKE VIEW, DR MALHOTRA & PARTNERS",EMIS,EMIS
00T,P82007,KEARSLEY MEDICAL CENTRE,TPP,TPP
00T,P82008,STONEHILL MEDICAL CENTRE,TPP,TPP
00T,P82009,ST HELENS ROAD PRACTICE,EMIS,EMIS
00T,P82010,DALEFIELD SURGERY,EMIS,EMIS
00T,P82011,TONGE FOLD HEALTH CENTRE,EMIS,EMIS
00T,P82012,OCTAGON MEDICAL CENTRE,EMIS,EMIS
00T,P82013,THE BOLTON FAMILY PRACTICE,EMIS,EMIS
00T,P82014,SPRING HOUSE SURGERY,EMIS,EMIS
00T,P82015,UNSWORTH GROUP PRACTICE,TPP,TPP
00T,P82016,HARWOOD MEDICAL CENTRE,EMIS,EMIS
00T,P82018,THE ALASTAIR ROSS MEDICAL PRACTICE,EMIS,EMIS
00T,P82020,LITTLE LEVER HEALTH CENTRE 1,EMIS,EMIS
00T,P82021,THE OAKS FAMILY PRACTICE,EMIS,EMIS
00T,P82022,DR RIZWAN AND DR AWAN,EMIS,EMIS
00T,P82023,MANDALAY MEDICAL CENTRE,EMIS,EMIS
00T,P82025,BURNSIDE SURGERY,TPP,TPP
00T,P82029,HALLIWELL SURGERY 2,EMIS,EMIS
00T,P82030,DEANE MEDICAL CENTRE,EMIS,EMIS
00T,P82031,HEATON MEDICAL CENTRE,EMIS,EMIS
00T,P82033,BRADFORD STREET SURGERY,EMIS,EMIS
00T,P82034,EDGWORTH MEDICAL CENTRE,EMIS,EMIS
00T,P82036,LITTLE LEVER HEALTH CENTRE 2,EMIS,EMIS
00T,P82037,FIG TREE MEDICAL PRACTICE,EMIS,EMIS
00T,P82607,CROMPTON VIEW SURGERY,EMIS,EMIS
00T,P82609,SHANTI MEDICAL CENTRE,EMIS,EMIS
00T,P82613,SPRING VIEW MEDICAL CENTRE,EMIS,EMIS
00T,P82616,BEEHIVE SURGERY,EMIS,EMIS
00T,P82624,ORIENT HOUSE MEDICAL CENTRE,EMIS,EMIS
00T,P82625,CHARLOTTE STREET SURGERY,EMIS,EMIS
00T,P82626,HALLIWELL SURGERY 3,EMIS,EMIS
00T,P82627,CORNERSTONE SURGERY,EMIS,EMIS
00T,P82629,DR S NASEEF,EMIS,EMIS
00T,P82633,GREAT LEVER ONE,EMIS,EMIS
00T,P82634,WYRESDALE ROAD SURGERY,TPP,TPP
00T,P82640,AL FAL MEDICAL GROUP,EMIS,EMIS
00T,P82643,BROMLEY MEADOWS SURGERY,EMIS,EMIS
00T,P82652,FARNWORTH FAMILY PRACTICE,EMIS,EMIS
00T,P82660,DEANE CLINIC 1,EMIS,EMIS
00V,P83001,FAIRFAX GROUP PRACTICE,EMIS,EMIS
00V,P83004,THE UPLANDS MEDICAL PRACTICE,EMIS,EMIS
00V,P83005,TOWNSIDE SURGERY,EMIS/EVERGREENLIFE,EMIS
00V,P83006,RAMSBOTTOM MEDICAL PRACTICE,EMIS/EVERGREENLIFE,EMIS
00V,P83007,RADCLIFFE MEDICAL PRACTICE,EMIS,EMIS
00V,P83009,BLACKFORD HOUSE MEDICAL CENTRE,EMIS,EMIS
00V,P83010,MONARCH MEDICAL CENTRE,EMIS,EMIS
00V,P83011,UNSWORTH MEDICAL CENTRE,EMIS,EMIS
00V,P83012,TOWER FAMILY HEALTHCARE,EMIS/EVERGREENLIFE,EMIS
00V,P83015,RIBBLESDALE MEDICAL PRACTICE,EMIS/EVERGREENLIFE,EMIS
00V,P83017,WOODBANK SURGERY,EMIS,EMIS
00V,P83021,PEEL GPS,EMIS,EMIS
00V,P83024,KNOWSLEY MEDICAL CENTRE,EMIS,EMIS
00V,P83025,ST GABRIEL'S MEDICAL CENTRE,EMIS/EVERGREENLIFE,EMIS
00V,P83027,GREYLAND MEDICAL CENTRE,EMIS,EMIS
00V,P83603,RED BANK GROUP PRACTICE,EMIS/EVERGREENLIFE,EMIS
00V,P83605,WHITTAKER LANE MED CENTRE,EMIS/EVERGREENLIFE,EMIS
00V,P83608,THE ELMS MEDICAL CENTRE,EMIS,EMIS
00V,P83609,THE BIRCHES MEDICAL CENTRE,EMIS,EMIS
00V,P83611,WALMERSLEY ROAD MEDICAL PRACTICE,EMIS,EMIS
00V,P83612,MILE LANE HEALTH CENTRE,EMIS/EVERGREENLIFE,EMIS
00V,P83620,GARDEN CITY MEDICAL CENTRE,EMIS/EVERGREENLIFE,EMIS
00V,P83621,HUNTLEY MOUNT MEDICAL CENTRE,EMIS,EMIS
00V,P83623,LONGFIELD MEDICAL PRACTICE,EMIS/EVERGREENLIFE,EMIS
14L,P84004,FIVE OAKS FAMILY PRACTICE,EMIS,EMIS
14L,P84005,VALLANCE MEDICAL,EMIS,EMIS
14L,P84009,AILSA CRAIG MEDICAL CENTRE,EMIS,EMIS
14L,P84010,THE BORCHARDT MEDICAL CENTRE,EMIS,EMIS
14L,P84012,NORTHENDEN GROUP PRACTICE,EMIS,EMIS
14L,P84014,RK MEDICAL PRACTICE,EMIS,EMIS
14L,P84016,LEVENSHULME MEDICAL PRACTICE,EMIS,EMIS
14L,P84017,LADYBARN GROUP PRACTICE,EMIS,EMIS
14L,P84018,MAULDETH MEDICAL CENTRE,EMIS,EMIS
14L,P84019,VALENTINE MEDICAL CENTRE,EMIS,EMIS
14L,P84020,PEEL HALL MEDICAL CENTRE,EMIS,EMIS
14L,P84021,THE MAPLES MEDICAL CENTRE,EMIS,EMIS
14L,P84022,KINGSWAY MEDICAL PRACTICE,EMIS,EMIS
14L,P84023,SURREY LODGE PRACTICE,EMIS,EMIS
14L,P84024,BOWLAND MEDICAL PRACTICE,EMIS,EMIS
14L,P84025,ST GEORGE'S MEDICAL CENTRE,EMIS,EMIS
14L,P84026,DICKENSON ROAD MEDICAL CENTRE,EMIS,EMIS
14L,P84027,WEST POINT MEDICAL CENTRE,EMIS,EMIS
14L,P84028,GORTON MEDICAL CENTRE,EMIS,EMIS
14L,P84029,BENCHILL MEDICAL PRACTICE,EMIS,EMIS
14L,P84030,NEW COLLEGIATE MEDICAL CENTRE,EMIS,EMIS
14L,P84032,DRS HANIF & BANNURU,EMIS,EMIS
14L,P84033,BEACON MEDICAL CENTRE,EMIS,EMIS
14L,P84034,BARLOW MEDICAL CENTRE,EMIS,EMIS
14L,P84035,BODEY MEDICAL CENTRE,EMIS,EMIS
14L,P84037,ARDWICK MEDICAL PRACTICE,EMIS,EMIS
14L,P84038,ASHVILLE SURGERY,EMIS/EVERGREENLIFE,EMIS
14L,P84039,THE RANGE MEDICAL CENTRE,EMIS,EMIS
14L,P84040,CONRAN MEDICAL CENTRE,EMIS,EMIS
14L,P84041,CORNERSTONE FAMILY PRACTICE,EMIS,EMIS
14L,P84042,FLORENCE HOUSE MEDICAL PRACTICE,EMIS,EMIS
14L,P84043,CORNISHWAY GROUP PRACTICE,EMIS,EMIS
14L,P84045,THE PARK MEDICAL CENTRE,EMIS,EMIS
14L,P84046,CHEETHAM HILL MEDICAL CENTRE,EMIS,EMIS
14L,P84047,ALL SAINTS MEDICAL CENTRE,EMIS,EMIS
14L,P84048,TREGENNA GROUP PRACTICE,EMIS,EMIS
14L,P84049,THE AVENUE MEDICAL CENTRE,EMIS,EMIS
14L,P84050,MOUNT ROAD SURGERY,EMIS,EMIS
14L,P84051,EASTLANDS MEDICAL CENTRE,EMIS,EMIS
14L,P84052,WEST GORTON MEDICAL PRACTICE,EMIS,EMIS
14L,P84053,ASHCROFT SURGERY,EMIS,EMIS
14L,P84054,WHITLEY ROAD MEDICAL CENTRE,EMIS,EMIS
14L,P84056,PRINCESS ROAD SURGERY,EMIS/EVERGREENLIFE,EMIS
14L,P84059,LIME SQUARE MEDICAL CENTRE,EMIS,EMIS
14L,P84061,BROOKLANDS MEDICAL PRACTICE,EMIS,EMIS
14L,P84064,NEW ISLINGTON MEDICAL CENTRE,EMIS,EMIS
14L,P84065,CHURCH VIEW MEDICAL CENTRE,EMIS,EMIS
14L,P84066,DAVID MEDICAL CENTRE,EMIS,EMIS
14L,P84067,HAZELDENE MEDICAL CENTRE,EMIS,EMIS
14L,P84068,CHORLTON FAMILY PRACTICE,EMIS,EMIS
14L,P84070,NEWTON HEATH MEDICAL CENTRE,EMIS,EMIS
14L,P84071,WILBRAHAM SURGERY,EMIS,EMIS
14L,P84072,THE ROBERT DARBISHIRE PRACTICE,EMIS,EMIS
14L,P84074,WELLFIELD MEDICAL CENTRE,EMIS,EMIS
14L,P84605,FERNCLOUGH SURGERY,EMIS,EMIS
14L,P84611,BRUNSWICK MEDICAL PRACTICE,EMIS,EMIS
14L,P84626,WILMSLOW ROAD SURGERY,EMIS,EMIS
14L,P84630,THE ARCH MEDICAL PRACTICE,EMIS,EMIS
14L,P84635,THE WHITSWOOD PRACTICE,EMIS,EMIS
14L,P84637,DR KHAN'S PRACTICE,EMIS,EMIS
14L,P84639,FALLOWFIELD MEDICAL CENTRE,EMIS,EMIS
14L,P84644,PARKSIDE SURGERY,EMIS,EMIS
14L,P84645,PARK VIEW MEDICAL CENTRE,EMIS,EMIS
14L,P84650,THE ALEXANDRA PRACTICE,EMIS/EVERGREENLIFE,EMIS
14L,P84651,NORTHERN MOOR MEDICAL PRACTICE,EMIS,EMIS
14L,P84663,THE NEVILLE FAMILY CENTRE,EMIS,EMIS
14L,P84665,WITHINGTON MEDICAL PRACTICE,EMIS,EMIS
14L,P84669,CORNBROOK MEDICAL PRACTICE,EMIS,EMIS
14L,P84672,WOODLANDS MEDICAL PRACTICE,EMIS,EMIS
14L,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,EMIS,EMIS
14L,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,EMIS,EMIS
14L,P84679,WILLOWBANK SURGERY,EMIS,EMIS
14L,P84683,THE DOC'S SURGERY,EMIS,EMIS
14L,P84684,CRUMPSALL MEDICAL PRACTICE,EMIS,EMIS
14L,P84689,MANCHESTER INTEGRATIVE MEDICAL PRACTICE,EMIS,EMIS
14L,P84690,DAM HEAD MEDICAL CENTRE,EMIS,EMIS
00Y,P85002,ST MARY'S MEDICAL CENTRE,EMIS,EMIS
00Y,P85003,THE CHOWDHURY PRACTICE,EMIS,EMIS
00Y,P85004,CHADDERTON MEDICAL PRACTICE,EMIS,EMIS
00Y,P85005,LEESBROOK SURGERY,EMIS,EMIS
00Y,P85007,OLDHAM FAMILY PRACTICE,EMIS,EMIS
00Y,P85010,WOODLANDS MEDICAL PRACTICE,EMIS,EMIS
00Y,P85011,CH MEDICAL PRACTICE,EMIS,EMIS
00Y,P85012,OLDHAM MEDICAL SERVICES,EMIS,EMIS
00Y,P85013,THE ROYTON & CROMPTON FAMILY PRACTICE,EMIS,EMIS
00Y,P85014,HOPWOOD HOUSE MEDICAL PRACTICE,EMIS,EMIS
00Y,P85015,ALEXANDRA GROUP MED PRACT,EMIS,EMIS
00Y,P85016,SADDLEWORTH MEDICAL PRACTICE,EMIS,EMIS
00Y,P85017,OAK GABLES MEDICAL PRACTICE,EMIS,EMIS
00Y,P85018,MD FAMILY PRACTICE,EMIS,EMIS
00Y,P85019,ROYTON MEDICAL CENTRE,EMIS,EMIS
00Y,P85020,SPRINGFIELD HOUSE,EMIS,EMIS
00Y,P85021,GREENBANK MEDICAL PRACTICE,EMIS,EMIS
00Y,P85022,LEES MEDICAL PRACTICE,EMIS,EMIS
00Y,P85026,QUAYSIDE MEDICAL PRACTICE,EMIS,EMIS
00Y,P85601,JALAL PRACTICE,EMIS,EMIS
00Y,P85605,LITTLETOWN FAMILY MED PRACT,EMIS,EMIS
00Y,P85606,MOORSIDE MEDICAL PRACTICE,EMIS,EMIS
00Y,P85608,PERKINS PRACTICE,EMIS,EMIS
00Y,P85610,MEDLOCK MEDICAL PRACTICE,EMIS,EMIS
00Y,P85612,WERNETH MEDICAL PRACTICE,EMIS,EMIS
00Y,P85614,VILLAGE MEDICAL PRACTICE,EMIS,EMIS
00Y,P85615,KAPUR FAMILY CARE,EMIS,EMIS
00Y,P85622,GLODWICK MEDICAL PRACTICE,EMIS,EMIS
01D,P86001,MILNROW VILLAGE PRACTICE,EMIS,EMIS
01D,P86002,DR GWD BHIMA,EMIS,EMIS
01D,P86003,EDENFIELD ROAD SURGERY,EMIS,EMIS
01D,P86004,PETERLOO MEDICAL CENTRE,EMIS,EMIS
01D,P86005,YORKSHIRE ST SURGERY,EMIS,EMIS
01D,P86006,ASHWORTH STREET SURGERY,EMIS,EMIS
01D,P86007,WELLFIELD HEALTH CENTRE,EMIS,EMIS
01D,P86008,MARK STREET SURGERY,EMIS,EMIS
01D,P86009,CASTLETON HEALTH CENTRE,EMIS,EMIS
01D,P86010,THE JUNCTION SURGERY,EMIS,EMIS
01D,P86011,LONGFORD STREET MEDICAL CENTRE,EMIS,EMIS
01D,P86012,WOODSIDE MEDICAL CENTRE,EMIS,EMIS
01D,P86013,HEALEY SURGERY,EMIS,EMIS
01D,P86014,CROFT SHIFA HEALTH CENTRE,EMIS,EMIS
01D,P86015,ROCHDALE ROAD MEDICAL CENTRE,EMIS,EMIS
01D,P86016,HEYWOOD HEALTH,EMIS,EMIS
01D,P86017,INSPIRE MEDICAL CENTRE,EMIS,EMIS
01D,P86018,LITTLEBOROUGH GROUP PRACTICE,EMIS,EMIS
01D,P86019,DURNFORD MEDICAL CENTRE,EMIS,EMIS
01D,P86021,PENNINE SURGERY,EMIS,EMIS
01D,P86022,STONEFIELD STREET SURGERY,EMIS,EMIS
01D,P86023,HOPWOOD MEDICAL CENTRE,EMIS,EMIS
01D,P86026,THE DAWES FAMILY PRACTICE,EMIS,EMIS
01D,P86602,HEADY HILL SURGERY,EMIS,EMIS
01D,P86606,FAMILY PRACTICE,EMIS,EMIS
01D,P86608,THE VILLAGE MEDICAL CTR.,EMIS,EMIS
01D,P86609,THE DALE MEDICAL PRACTICE,EMIS,EMIS
01D,P86614,DR A HAMID,EMIS,EMIS
01D,P86619,DR MB GHAFOOR & PARTNERS,EMIS,EMIS
01D,P86620,WINDERMERE SURGERY,EMIS,EMIS
01D,P86624,TRINITY MEDICAL CENTRE,EMIS,EMIS
01G,P87002,THE POPLARS MEDICAL PRACTICE,EMIS,EMIS
01G,P87004,1/SALFORD MEDICAL PRACTICE,EMIS,EMIS
01G,P87008,WALKDEN MEDICAL CENTRE,EMIS,EMIS
01G,P87015,PENDLETON MEDICAL CENTRE,EMIS,EMIS
01G,P87016,THE SIDES MEDICAL PRACTICE,EMIS,EMIS
01G,P87017,THE LIMES MEDICAL PRACTICE,EMIS,EMIS
01G,P87019,SILVERDALE MEDICAL PRACTICE,EMIS,EMIS
01G,P87020,ST ANDREWS MEDICAL CENTRE,EMIS,EMIS
01G,P87022,MOCHA PARADE MEDICAL PRACTICE,EMIS,EMIS
01G,P87024,3/SPRINGFIELD HOUSE MEDICAL PRACTICE,EMIS,EMIS
01G,P87025,THE LAKES MEDICAL PRACTICE,EMIS,EMIS
01G,P87026,NEWBURY GREEN MEDICAL PRACTICE,EMIS,EMIS
